CustomerID;Nationalite;Prenoms;Noms;Titre;Genre;Date_de_naissance;Email;Telephone;Addresse;Ville;CodePostal;Departement;CodeDept;CodePays;Pays;IndicatifPays;CarteType;NumeroCarte;ExpirationCarte;Employeur;Poste;NationalID
1295;Hungarian;Mihály;Mészáros;Mr.;male;1/24/1986;MeszarosMihaly@superrito.com;76 467 406;140 Rue Mohamed Ali Annabi;Cite Erriadh;2240;Governorate Tozeur;72;TN;Tunisia;216;MasterCard;5166984378230340;01/05/2025;Corpbay;Clerk;
1296;Thai;??????;?????????;Mr.;male;3/25/1953;;0692-9500132;Magasinsgatan 11;ANKARSVIK;865 53;;;SE;Sweden;46;MasterCard;5137530906653480;01/02/2028;Angel's;Farmer;530325-1796
1297;Slovenian;Mihajela;Jakulin;Ms.;female;3/14/1969;MihajelaJakulin@fleckens.hu;0270-3159080;Mellangården 10;SÖDERHAMN;826 00;;;SE;Sweden;46;Visa;4556115787654360;01/03/2028;Lindsley's Lumber;Lifeguard;690314-7087
1298;German;Martina;Wulf;Ms.;female;7/26/1976;MartinaWulf@jourrapide.com;0652-8063067;Stackekärr 87;ILSBO;820 71;;;SE;Sweden;46;MasterCard;5171047367786700;01/09/2026;Lionel Playworld;Aircraft electrician;760726-6983
1299;Polish;Hanna;Kowalczyk;Ms.;female;4/19/1959;HannaKowalczyk@jourrapide.com;7 064 945 478;85 Mounthoolie Lane;SUNDHOPE;TD7 9JQ;;;GB;United Kingdom;44;Visa;4556001890959680;01/08/2028;Suncoast Video;Flight attendant;SR 58 53 05 C
1300;Russian (Cyrillic);???????;???????;Ms.;female;10/04/1974;Nammagay@superrito.com;06-33238212;Catsveld 19;Gouda;2804 BH;Zuid-Holland;ZH;NL;Netherlands;31;MasterCard;5491760339792870;01/01/2027;Furrow's;Correctional treatment specialist;
1301;Australian;Alice;Rudall;Ms.;female;7/13/1959;AliceRudall@armyspy.com;51-29-30-55;Søndervænget 3;København K;1156;Region Sjælland;SJ;DK;Denmark;45;MasterCard;5205896070089640;01/12/2026;Fellowship Investments;Computer technology trainer;130759-4176
1302;Ninja;Shimozukushichi;;Mr.;male;06/08/1993;Shimozukushichi@armyspy.com;4 622 918;Armúli 35;Reykjavík;130;;;IS;Iceland;354;MasterCard;5155333413064540;01/07/2029;Montana's Cookhouse;Environmental engineer;
1303;Australian;Sean;Ainslie;Mr.;male;11/27/1985;SeanAinslie@einrot.com;306-221-7273;356 Brand Road;Saskatoon;S7K 1W8;Saskatchewan;SK;CA;Canada;1;MasterCard;5476580707765900;01/11/2029;House Of Denmark;Geologist;470 639 238
1304;Hungarian;Erzebet;Wagner;Mrs.;female;5/26/2000;WagnerErzebet@dayrep.com;(026) 2391-117;151 Exchange Lane;Grafton;1010;Auckland;;NZ;New Zealand;64;Visa;4539959583949330;01/10/2029;Future Bright;Computer training specialist;
1305;Dutch;Hac?;van Doeselaar;Mr.;male;8/13/1981;HacivanDoeselaar@teleworm.us;68 30 87;Illoqarfiup Qeppa 101;Paamiut;3940;Sermersooq;SM;GL;Greenland;299;MasterCard;5589776524034780;01/05/2025;First Choice Garden Maintenance;Computer applications software engineer;
1306;Japanese (Anglicized);Honoka;Ishiyama;Mrs.;female;3/20/1981;HonokaIshiyama@fleckens.hu;06-51383827;Ketsheuvel 24;Renkum;6871 EA;Gelderland;GE;NL;Netherlands;31;MasterCard;5241821858120880;01/08/2025;Rainbow Records;Hotel detective;
1307;Dutch;Genevieve;Geurtsen;Ms.;female;12/30/1955;GenevieveGeurtsen@jourrapide.com;0484 22 79 66;Rue du Moulin 172;Familleureux;7181;Hainaut;WHT;BE;Belgium;32;MasterCard;5390723056232620;01/09/2027;Bombay Company;Electronics repairer;
1308;American;Janet;Stone;Ms.;female;2/14/1948;JanetCStone@armyspy.com;081 523 38 46;Sonnenbergstr 84;Brail;7527;;;CH;Switzerland;41;MasterCard;5105555307700640;01/05/2028;Fragrant Flower Lawn Services;Loan processing clerk;
1309;Vietnamese;Nhiên;Tr??ng;Ms.;female;08/06/1966;TruongThiKieuNhien@einrot.com;73 244 684;60 Avenue Aghlabité;Kalaa Kebira Ksar;4062;Governorate Sousse;51;TN;Tunisia;216;MasterCard;5545825117686440;01/03/2029;The Warner Brothers Store;Poultry scientist;
1310;Hispanic;Laumer;Tello;Mr.;male;2/27/1949;LaumerTelloCamarillo@teleworm.us;0734-4809444;Liljerum Grenadjärtorpet 68;SOLNA;171 54;;;SE;Sweden;46;Visa;4716418164738700;01/09/2025;J. B. Van Sciver;Camp director;490227-9373
1311;Norwegian;Aleksander;Kolstad;Mr.;male;03/11/1951;AleksanderKolstad@jourrapide.com;737 303 767;Na Kopci 1320;Vápno u Prelouce;533 16;Pardubický kraj;PA;CZ;Czech Republic;420;Visa;4929422863624990;01/04/2028;Block Distributors;Coache;
1312;Croatian;Klara;Bošnjak;Ms.;female;11/08/1968;KlaraBosnjak@gustr.com;701-357-6435;1452 Walnut Drive;Forbes;58439;North Dakota;ND;US;United States;1;Visa;4929303182842920;01/11/2025;Asian Fusion;Oncology nurse;501-21-5836
1313;Japanese;?;???;Mrs.;female;12/14/1944;Quaim1944@rhyta.com;425 72 726;Finn Hovs gate 247;FREDRIKSTAD;1608;;;NO;Norway;47;Visa;4929844986231180;01/12/2025;Sav-A-Center;Software quality assurance analyst;
1314;Vietnamese;Châu;?inh;Mr.;male;1/28/1970;DinhDuyChau@fleckens.hu;03.90.76.06.49;9 place Stanislas;NANCY;54000;Lorraine;LO;FR;France;33;Visa;4485132860202790;01/06/2029;Circuit City;Data entry worker;1700148325891 22
1315;Arabic;Wisaal;Kattan;Ms.;female;12/09/1965;WisaalAbiaKattan@dayrep.com;3 303 885 232;Via Vicenza 35;Bologna;40133;Bologna;BO;IT;Italy;39;Visa;4916798290487470;01/01/2027;Listen Up;Rough carpenter;FS45593535
1316;Hobbit;Falco;Took-Took;Mr.;male;9/26/1992;FalcoTook-Took@gustr.com;842 091 014;1284 Broad Rd;Dobsonville;1865;Gauteng;GA;ZA;South Africa;27;Visa;4539047367682530;01/06/2025;Camelot Music;Refrigeration mechanic;9,20927E+12
1317;Norwegian;Hanna;Bakka;Ms.;female;04/02/1989;HannaBakka@superrito.com;75 279 689;19 Rue Gabes;Cite Darb El Bab;4170;Governorate Medenine;82;TN;Tunisia;216;Visa;4916386196982780;01/06/2026;Play Town;Sawing machine operator;
1318;Czech;Vojt?ch;?ernoch;Mr.;male;10/13/1942;VojtechCernoch@teleworm.us;4 841 821;Midvangur 61;Egilsstaðir;701;;;IS;Iceland;354;MasterCard;5307226410247550;01/03/2026;House Works;Paymaster;
1319;Russian (Cyrillic);?????????;????????;Mr.;male;12/07/2004;Knowell@cuvox.de;0488 79 00 47;Brixtonlaan 364;Champion;5020;Namur;WNA;BE;Belgium;32;Visa;4916096446380320;01/08/2026;Choices;Re-recording mixer;
1320;Thai;???????;??????;Mr.;male;4/21/1947;;(47) 807-052;Hegyalja út 59.;Füzér;3996;Borsod-Abaúj-Zemplén;BZ;HU;Hungary;36;MasterCard;5107508486814680;01/01/2027;Future Bright;Forest fire inspector;
1321;Danish;Selma;Andresen;Ms.;female;11/14/2000;SelmaBAndresen@rhyta.com;69 417 83 01;ul. Kompostowa 80;?ód?;91-232;;;PL;Poland;48;MasterCard;5325032513875000;01/08/2026;Music Plus;Silvering applicator;00311421349
1322;Finnish;Jukka-Pekk;Räty;Mr.;male;3/26/1945;Jukka-PekkRaty@rhyta.com;96 65 84;P.O. Box 79;Upernavik;3962;Qaasuitsup;QA;GL;Greenland;299;Visa;4556631516644570;01/07/2029;Jewel Mart;Zookeeper;
1323;Japanese;??;??;Mr.;male;10/07/1989;Mandear@teleworm.us;72 271 647;26 Rue de la Ruche;Cite Militaire;7011;Governorate Bizerte;23;TN;Tunisia;216;MasterCard;5445863729943530;01/07/2027;Life Map Planners;Curator;
1324;Hungarian;Boriska;Illés;Ms.;female;10/14/1960;IllesBoriska@superrito.com;466 32 341;Sildreveien 250;ROLVSØY;1663;;;NO;Norway;47;MasterCard;5211361982075810;01/06/2029;Wise Appraisals;Medical appliance technician;
1325;Chechen (Latin);Usam;Khadzhiev;Mr.;male;1/26/1954;UsamKhadzhiev@fleckens.hu;071 838 28 74;Casut 118;Lienz;9464;;;CH;Switzerland;41;Visa;4485022819289560;01/11/2029;The Warner Brothers Store;Forging machine operator;
1326;Swedish;Monika;Dahl;Mrs.;female;12/23/1945;MonikaDahl@jourrapide.com;744 445 155;Paraguay 17;Hondón de los Frailes;03689;Alicante;A;ES;Spain;34;Visa;4556284072245090;01/10/2029;Century House;Aircraft electrician;
1327;German;Ines;Mayer;Mrs.;female;12/13/1990;InesMayer@armyspy.com;(027) 1142-480;126 Seaview Road;Ascot Park;5024;Porirua;;NZ;New Zealand;64;MasterCard;5161429331739510;01/12/2027;Standard Brands Paint Company;Relay technician;
1328;Persian;?????;????;Mr.;male;10/26/1995;KeawanKewesha@teleworm.us;(027) 9530-133;61 Gloucester Road;Manurewa;2102;Manukau;;NZ;New Zealand;64;Visa;4716700550875700;01/11/2027;Superior Interactive;Information technology trainer;
1329;Dutch;Egemen;Ubachs;Mr.;male;10/03/2002;EgemenUbachs@armyspy.com;(89) 453-097;Kárpát u. 88.;Bakonytamási;8555;Veszprém;VE;HU;Hungary;36;Visa;4716548614211290;01/01/2026;One-Up Realty;Employment assistant;
1330;Australian;Ashley;Wilton;Mrs.;female;12/15/1951;AshleyWilton@jourrapide.com;250-866-5914;3285 Findlay Creek Road;Wynndel;V0B 2N0;British Columbia;BC;CA;Canada;1;MasterCard;5118309647298520;01/07/2025;Wellby;Animal care and service worker;524 503 729
1331;Chechen (Latin);Yusup;Desheriyev;Mr.;male;11/13/1995;YusupDesheriyev@fleckens.hu;(02) 4017 6356;38 Sale Street;KERRS CREEK;2800;New South Wales;NSW;AU;Australia;61;Visa;4539265212889860;01/06/2025;Greyvoid;Computer systems administrator;
1332;Thai;????;????????;Mr.;male;8/26/1961;;212 327 337 645;R Portela 118;Castro Daire;3600-079;Viseu;VI;PT;Portugal;351;MasterCard;5227667790461650;01/11/2025;Gamma Realty;Occupational analyst;
1333;Dutch;Yasmin;Oppelaar;Ms.;female;07/07/1950;YasminOppelaar@dayrep.com;06-74549816;Fazant 62;Leimuiden;2451 VK;Zuid-Holland;ZH;NL;Netherlands;31;MasterCard;5310502926025490;01/06/2029;Crazy Tiger;Amusement machine servicer;
1334;Chinese;Yuan;Yen;Mr.;male;7/15/1976;YuanYen@cuvox.de;(83) 171-259;Kálmán Imre u. 96.;Dötk;8799;Zala;ZA;HU;Hungary;36;Visa;4929402709506580;01/05/2026;Jitney Jungle;Pest control worker;
1335;Igbo;Echezonachukwu;Chikelu;Mr.;male;04/10/1955;EchezonachukwuChikelu@rhyta.com;87 21 40;Postbox 231;Kangaatsiaq;3955;Qaasuitsup;QA;GL;Greenland;299;Visa;4539270217605220;01/01/2026;Planetbiz;Airline steward;
1336;Danish;Carl;Skov;Mr.;male;03/03/1974;CarlVSkov@teleworm.us;416-374-9174;646 Acton Avenue;Toronto;M3H 4J1;Ontario;ON;CA;Canada;1;Visa;4485136643041340;01/11/2025;Grey Fade;Tree planter;309 818 284
1337;French;Annette;Auger;Ms.;female;1/21/1959;AnnetteAuger@fleckens.hu;905-626-9116;211 Toy Avenue;Ajax;L1S 6L6;Ontario;ON;CA;Canada;1;MasterCard;5325046082760920;01/02/2028;Superior Interior Design;Railroad brake, signal, and switch operator;753 135 250
1338;Japanese (Anglicized);Yasushi;Arakawa;Mr.;male;6/27/1962;YasushiArakawa@superrito.com;070-602-850;Resljeva 62;Žirovnica;4274;;;SI;Slovenia;386;Visa;4929100704087240;01/06/2029;King Carol;Consultant dietitian;
1339;Hobbit;Amanda;Maggot;Mrs.;female;6/15/1966;AmandaMaggot@dayrep.com;(19) 7178-9005;Rua Angelina Lepinsk da Silva 1182;Campinas;13060-653;São Paulo;SP;BR;Brazil;55;Visa;4716175646924600;01/08/2028;Cala Foods;U.S. Marshal;462.363.834-05
1340;Scottish;Tommy;Smith;Dr.;male;9/15/1985;TommySmith@fleckens.hu;601 110 508;Pascual Yunquera 61;Villamena;18659;Granada;GR;ES;Spain;34;Visa;4916995936029900;01/06/2026;Rogers Food Stores;Oxygen therapist;
1341;Vietnamese;Toán;Chu;Mr.;male;06/06/1947;ChuLeToan@gustr.com;(21) 4056-7883;Rua Castor Monteiro 395;Nova Iguaçu;26265-320;Rio de Janeiro;RJ;BR;Brazil;55;Visa;4485124732490800;01/05/2028;Lindsley's Lumber;Cytotechnologist;305.240.220-03
1342;Czech;Konrád;Hrdli?ka;Mr.;male;2/15/1947;KonradHrdlicka@einrot.com;4 408 690;Klausturvegi 79;Hvolsföllur;860;;;IS;Iceland;354;MasterCard;5216178751277990;01/04/2026;Solid Future;Industrial therapist;
1343;Hispanic;Anna;Hidalgo;Ms.;female;9/24/1972;AnnaHidalgoAlaniz@armyspy.com;97 305 168;Parva Domus 9443;San Carlos;20400;Maldonado;MA;UY;Uruguay;598;MasterCard;5197284621066040;01/06/2029;Sky High Financial Advice;Copy marker;
1344;Scottish;Chelsey;Watt;Ms.;female;10/17/1969;ChelseyWatt@jourrapide.com;(13) 9464-6457;Rua Acre 1752;Guarujá;11446-270;São Paulo;SP;BR;Brazil;55;MasterCard;5425849361210570;01/10/2026;Pacific Stereo;Public health dietitian;649.549.257-03
1345;Persian;?????;?????;Mrs.;female;7/25/1947;SanazNewada@teleworm.us;212 348 370 185;R Gago Coutinho 44;Arada;3885-111;Aveiro;AV;PT;Portugal;351;MasterCard;5185579699808760;01/11/2027;Big Daddy's Restaurants;Budget officer;
1346;England/Wales;Scarlett;Naylor;Ms.;female;06/03/1984;ScarlettNaylor@teleworm.us;827 784 048;2454 Broad Rd;Masoheng;1908;Gauteng;GA;ZA;South Africa;27;MasterCard;5137980584105120;01/01/2025;ABC Markets;Commentator;8,40603E+12
1347;Arabic;Samihah;Kassis;Ms.;female;08/01/1969;SamihahAmjadKassis@superrito.com;7 881 187;Välja 36;Listaku;66249;Võrumaa;VR;EE;Estonia;372;MasterCard;5142525095929120;01/03/2027;Gamble-Skogmo;Property custodian;
1348;Icelandic;Halla;Kristinsdóttir;Mrs.;female;11/15/1940;HallaKristinsdottir@rhyta.com;040-6411014;Knektv 4;BJÄRRED;237 00;;;SE;Sweden;46;Visa;4556378510493740;01/08/2029;Monk Real Estate Service;Tower controller;401115-2081
1349;Dutch;Remigius;Vervoort;Mr.;male;12/22/1957;RemigiusVervoort@superrito.com;66 60 57;Ringvej 182;Qaqortoq;3920;Kujalleq;KU;GL;Greenland;299;MasterCard;5575457337225060;01/06/2029;Whitlocks Auto Supply;Software engineer;
1350;Klingon;Kordite;Gordek;Mr.;male;10/18/1951;KorditeGordek@teleworm.us;66 86 97;Gl. Sygehusvej 262;Narsaq;3921;Kujalleq;KU;GL;Greenland;299;MasterCard;5184020812763440;01/11/2026;The Serendipity Dip;Rail transportation occupation;
1351;Klingon;G'Mora;Gowr;Mr.;male;5/14/2001;GMoraGowr@dayrep.com;6 513 085;Pebre 73;Tallinn;15034;Harjumaa;HA;EE;Estonia;372;Visa;4532527772285960;01/10/2027;Stop N Shop;Adult basic education teacher;
1352;Vietnamese;Di;?oàn;Mr.;male;05/05/1975;DoanHungDi@jourrapide.com;044 553 80 75;Strickstrasse 22;Zumikon;8130;;;CH;Switzerland;41;MasterCard;5409559997919780;01/07/2026;Bountiful Harvest Health Food Store;Career-technology teacher;
1353;Russian (Cyrillic);??????;?????????;Ms.;female;04/08/1970;Ragely@superrito.com;071 935 38 64;Casa Posrclas 101;Eggersriet;9034;;;CH;Switzerland;41;MasterCard;5117671270323430;01/02/2029;Accord Investments;Food and beverage manager;
1354;Finnish;Impi;Pekkanen;Mrs.;female;8/29/1939;ImpiPekkanen@rhyta.com;69 657 24 05;ul. Sanocka 119;Pozna?;61-324;;;PL;Poland;48;Visa;4916918307808150;01/06/2025;Complete Tech;General and operations manager;39082984588
1355;Ninja;Rinfushichitaku;;Mrs.;female;3/17/1988;Rinfushichitaku@jourrapide.com;(026) 2269-628;31 Hamlet Lane;St Martins;8022;Christchurch;;NZ;New Zealand;64;MasterCard;5420506761565770;01/08/2026;Flexus;Critical care nurse;
1356;Thai;????????;??????????;Mr.;male;06/04/1977;;4 380 342;Smáratún 18;Vík;870;;;IS;Iceland;354;Visa;4916499390795280;01/07/2025;Warshal's;Line erector;
1357;Italian;Alfonsino;Endrizzi;Mr.;male;2/22/1964;AlfonsinoEndrizzi@einrot.com;0676 869 49 52;Grazer Bundesstrasse 9;SCHULLEREDT;4770;Upper Austria;OO;AT;Austria;43;Visa;4556269980084640;01/11/2029;New World Realty;Climatologist;
1358;Brazil;Giovana;Fernandes;Mrs.;female;6/27/1943;GiovanaAlvesFernandes@jourrapide.com;051-272-646;Trg revolucije 119;Cankova;9261;;;SI;Slovenia;386;Visa;4929572064299960;01/12/2025;Team Electronics;Orthodontist;
1359;Croatian;Anita;Klobu?ar;Ms.;female;8/18/1954;AnitaKlobucar@rhyta.com;795 166 830;Urzáiz 57;Villarquemado;44380;Teruel;TE;ES;Spain;34;Visa;4532498982766150;01/06/2029;Twin Electronics;Industrial production manager;
1360;Italian;Terenzio;Toscano;Mr.;male;09/02/1964;TerenzioToscano@fleckens.hu;33 71 18;P.O. Box 282;Ittoqqortoormiit;3980;Sermersooq;SM;GL;Greenland;299;MasterCard;5579229195434700;01/02/2026;Stratapro;Group exercise instructor;
1361;Klingon;T'Sira;Linarack;Ms.;female;6/14/1989;TSiraLinarack@einrot.com;4 376 111;Jaama 38;Roosilla;69730;Viljandimaa;VD;EE;Estonia;372;MasterCard;5158309430582700;01/12/2027;Bodega Club;Licensed practical nurse;
1362;Igbo;Anenechukwu;Zikoranachukwudimma;Mrs.;female;1/24/1949;AnenechukwuZikoranachukwudimma@superrito.com;070-5509906;Storgatan 14;VÄSTERHANINGE;137 17;;;SE;Sweden;46;MasterCard;5437534742048510;01/11/2026;MacMarr Stores;Record center clerk;490124-3008
1363;Danish;Hannah;Overgaard;Mrs.;female;5/28/1978;HannahOOvergaard@jourrapide.com;(03) 5399 1544;61 McPherson Road;BIGGARA;3707;Victoria;VIC;AU;Australia;61;Visa;4929411179064930;01/06/2027;Boys Markets;Brace maker;
1364;French;Audrey;Charlesbois;Mrs.;female;4/30/1990;AudreyCharlesbois@armyspy.com;633 164 054;C/ Pablo Iglesias 14;Ventrosa;26325;La Rioja;LO;ES;Spain;34;Visa;4485106973481530;01/10/2026;Multi-Systems Merchant Services;Erector;
1365;Croatian;Sonja;Radi?;Ms.;female;3/14/1983;SonjaRadic@einrot.com;99 840 848;Acuña de Figeroa 8031;Polanco Norte;30009;Lavalleja;LA;UY;Uruguay;598;Visa;4916530915006840;01/11/2027;Geri's Hamburgers;Employee placement specialist;
1366;Chinese (Traditional);??;?;Ms.;female;05/04/1946;CaJiaHui@superrito.com;0681 196 07 09;Weblinger Gürtel 15;HEITZINGERAU;4770;Upper Austria;OO;AT;Austria;43;Visa;4929931479652860;01/06/2025;Helios Air;Tour escort;
1367;Japanese (Anglicized);Housei;Ookubo;Dr.;male;04/11/2000;HouseiOokubo@gustr.com;041 695 53 77;Casa Gielgia 103;Nebikon;6244;;;CH;Switzerland;41;Visa;4556977876317600;01/03/2028;Nedick's;Loan counselor;
1368;Chinese;Shan;Tsou;Ms.;female;2/16/1988;ShanTsou@rhyta.com;422 748 354;Liisankatu 33;ENONKOSKI;58175;Southern Savonia;SV;FI;Finland;358;Visa;4485141871248210;01/04/2028;HouseWorks!;Tool filer;160288-624S
1369;Hungarian;Aurelia;Gyarmathy;Mrs.;female;8/25/1976;GyarmathyAurelia@einrot.com;(021) 3607-251;155 Harrogate Street;Hanmer Forest Park;7334;Hurunui;;NZ;New Zealand;64;Visa;4716112105676310;01/07/2025;Licorice Pizza;Logistician;
1370;Chechen (Latin);Khoza;Bataev;Mr.;male;8/19/1998;KhozaBataev@cuvox.de;0493 14 52 00;Rue de Boneffe 431;Opoeteren;3680;Limburg;VLI;BE;Belgium;32;MasterCard;5321086392735630;01/05/2026;Strategy Planner;Liquid waste treatment plant and system operator;
1371;Australian;Samuel;Guthrie;Mr.;male;3/29/1996;SamuelGuthrie@jourrapide.com;99 841 687;Costanera 6519;Quebracho;60001;Paysandú;PA;UY;Uruguay;598;Visa;4716653592498300;01/04/2028;Best Biz Survis;Diesel engine specialist;
1372;Finnish;Sanni;Koivu;Ms.;female;9/17/1946;SanniKoivu@teleworm.us;(27) 6185-2629;Rua Coronel Joaquim de Freitas 480;Vila Velha;29123-590;Espírito Santo;ES;BR;Brazil;55;MasterCard;5204374743641050;01/09/2029;Asian Answers;Vascular technologist;968.999.035-71
1373;Hungarian;Ibolya;Timár;Ms.;female;09/06/1986;TimarIbolya@cuvox.de;(022) 2169-325;216 Ashley Avenue;Woodhill;0110;Whangarei;;NZ;New Zealand;64;Visa;4716874847045680;01/02/2029;Deco Refreshments, Inc.;Registered respiratory therapist;
1374;Icelandic;Eik;Sigurðardóttir;Mrs.;female;8/13/1982;EikSigurdardottir@fleckens.hu;849 894 472;2462 South St;Voortrekkerhoogte;0187;Gauteng;GA;ZA;South Africa;27;MasterCard;5121972024355480;01/06/2027;Manning's Cafeterias;Support specialist;8,20813E+12
1375;Australian;Blake;Pitt;Mr.;male;9/13/1994;BlakePitt@armyspy.com;491 432 167;Erbenova 1589;Rokytnice v Orlických horách;517 61;Královéhradecký kraj;KR;CZ;Czech Republic;420;Visa;4485558081822800;01/06/2026;Wholesale Club, Inc.;Repairer;
1376;Russian;Nathan;Gorbunov;Mr.;male;02/03/1977;NathanGorbunov@gustr.com;757 344 954;Urzáiz 69;La Puebla de Híjar;44510;Teruel;TE;ES;Spain;34;Visa;4556025216993180;01/11/2027;Sherman's;Faller;
1377;Slovenian;Veronika Fran?iška;Hegedi?;Mrs.;female;10/13/1986;VeronikaFranciskaHegedic@rhyta.com;846 762 712;527 Wattle St;Grahamstad;5805;Eastern Cape;EC;ZA;South Africa;27;MasterCard;5205805581751990;01/08/2025;Rich and Happy;Clerical supervisor;8,61013E+12
1378;American;Tony;Martin;Mr.;male;7/31/1987;TonyJMartin@superrito.com;06764 52 10 32;Joachimstaler Str. 98;Erbach;55494;Rheinland-Pfalz;RP;DE;Germany;49;Visa;4539495982920050;01/09/2029;Enviro Architectural Designs;Tax assessor;
1379;Ninja;Chirimorinkaari;;Mr.;male;6/29/1983;Chirimorinkaari@teleworm.us;416-456-5142;886 Halsey Avenue;Toronto;M3B 2W6;Ontario;ON;CA;Canada;1;Visa;4916254443208670;01/10/2029;Cal Stereo;Farmworker;2 617 546
1380;Finnish;Mika-Matti;Pappila;Mr.;male;12/06/1981;Mika-MattiPappila@dayrep.com;3 365 971 229;Via dei Serpenti 1;Marmentino;25060;Brescia;BS;IT;Italy;39;Visa;4556597931290140;01/07/2025;The White Rabbit;Clinical chemistry technologist;UZ47603753
1381;England/Wales;Connor;Taylor;Mr.;male;2/15/2005;ConnorTaylor@rhyta.com;08-5321153;Lemesjö 55;LJUSTERÖ;180 23;;;SE;Sweden;46;Visa;4716413544713480;01/08/2027;Quality Event Planner;Lodging manager;050215-4677
1382;Norwegian;Tuva;Oftedal;Mrs.;female;3/25/1941;TuvaOftedal@einrot.com;25 230 406;????? ???? 191;?????????;4634;???????;LI;CY;Cyprus (Greek);357;Visa;4716197184718790;01/07/2027;Platinum Interior Design;Log mover;
1383;Hobbit;Celendine;Underhill;Mrs.;female;12/31/1960;CelendineUnderhill@gustr.com;7 087 620 508;71 Scotswood Road;HONITON;EX14 9ZA;;;GB;United Kingdom;44;MasterCard;5438977465667270;01/10/2028;Rickel;Welding worker;AW 86 49 40 B
1384;Italian;Daniele;Siciliani;Mr.;male;6/17/1952;DanieleSiciliani@cuvox.de;212 911 842 948;Rua Pombal 7;Funchal;9020-253;Ilha da Madeira;MA;PT;Portugal;351;Visa;4539908249402530;01/08/2025;Father & Son;Executive administrator;
1385;American;Johnny;Young;Mr.;male;2/26/1957;JohnnySYoung@einrot.com;25 936 431;146 Kryo Nero Ave;Germasogeia;4046;Limassol;LI;CY;Cyprus (Anglicized);357;Visa;4532611776899370;01/03/2025;Honest Air Group;Amusement machine servicer;
1386;Dutch;Semih;Alkema;Mr.;male;02/04/1955;SemihAlkema@superrito.com;24 246 321;????????? 160;?????????;7520;???????;LA;CY;Cyprus (Greek);357;Visa;4532747369125520;01/03/2027;Gov Mart;Electrical engineer;
1387;Danish;Valdemar;Frederiksen;Mr.;male;08/02/1975;ValdemarAFrederiksen@einrot.com;040 78 63 00;Boxhagener Str. 56;Hamburg Eimsbüttel;20259;Hamburg;HH;DE;Germany;49;Visa;4929609012074260;01/09/2027;Monk Home Improvements;Executive chef;
1388;Dutch;Maggy;Penterman;Mrs.;female;7/16/1952;MaggyPenterman@gustr.com;3 920 789 770;Piazza Giuseppe Garibaldi 79;Fidenza;43036;Parma;PR;IT;Italy;39;Visa;4539707297052420;01/04/2026;Modern Realty;Allopathic physician;TB30706625
1389;Klingon;Kozak;Surn;Mr.;male;4/20/1997;KozakSurn@teleworm.us;031-3440463;Korsträsk 11;NÖDINGE;440 45;;;SE;Sweden;46;Visa;4532018368963100;01/12/2026;Ole's;Cooking instructor;970420-7852
1390;German;Marina;Schmitt;Ms.;female;5/28/1984;MarinaSchmitt@cuvox.de;22 386 366;176 Eleftherias Square;Strovolos;2042;Nicosia;NI;CY;Cyprus (Anglicized);357;MasterCard;5338707740191530;01/02/2025;Jeans Unlimited;Optometry doctor;
